category,brand,name,price,features,tier,use_case_tags,compatibility_tags
Audio: Microphones & Conferencing,Audix,Audix ZK-8724 Wireless System,3630.34,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva YR-8239 Tabletop Mic,921.65,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva ZP-3652 Ceiling Array Mic,2528.0,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva ZE-6323 Wireless System,3141.28,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva YW-8877 Tabletop Mic,795.53,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva YH-9781 Wireless System,3564.44,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva YW-2646 Ceiling Array Mic,2955.51,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva ZF-3682 Tabletop Mic,658.98,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva YN-1498 Ceiling Array Mic,2962.33,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,Nureva,Nureva QW-9407 Tabletop Mic,921.65,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne ZW-2041 Wireless System,3630.34,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne ZF-3074 Ceiling Array Mic,2615.19,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne ZM-8565 Tabletop Mic,822.42,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne ZE-5701 Wireless System,3424.31,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne YC-3843 Ceiling Array Mic,2719.16,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne QW-5806 Tabletop Mic,658.98,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne YL-3904 Wireless System,3141.28,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne YM-1808 Ceiling Array Mic,2955.51,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne YU-7988 Wireless System,3564.44,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,ClearOne,ClearOne YW-5219 Tabletop Mic,795.53,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) ZF-3074 Ceiling Array Mic,2615.19,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) ZK-8724 Wireless System,3630.34,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) YR-8239 Tabletop Mic,921.65,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) ZP-3652 Ceiling Array Mic,2528.0,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) ZE-6323 Wireless System,3141.28,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) YW-8877 Tabletop Mic,795.53,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) YH-9781 Wireless System,3564.44,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) YW-2646 Ceiling Array Mic,2955.51,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: Microphones & Conferencing,AKG (Harman),AKG (Harman) ZF-3682 Tabletop Mic,658.98,"Generated Model for Catalog Expansion",Standard,"audio,audio_capture",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) YN-1498 Audio Processor,4839.29,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) QW-9407 Audio Processor,4700.5,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) ZW-2041 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) ZF-3074 Audio Processor,3935.63,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) ZM-8565 Audio Processor,4479.2,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) ZE-5701 Audio Processor,3916.14,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) YC-3843 Audio Processor,4445.69,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) QW-5806 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Biamp (Tesira),Biamp (Tesira) YL-3904 Audio Processor,4839.29,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) YM-1808 Audio Processor,4700.5,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) YU-7988 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) YW-5219 Audio Processor,3935.63,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) ZF-3074 Audio Processor,4479.2,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) ZK-8724 Audio Processor,3916.14,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) YR-8239 Audio Processor,4445.69,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) ZP-3652 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) ZE-6323 Audio Processor,4839.29,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) YW-8877 Audio Processor,4700.5,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,BSS (Harman),BSS (Harman) YH-9781 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) YW-2646 Audio Processor,3935.63,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) ZF-3682 Audio Processor,4479.2,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) YN-1498 Audio Processor,3916.14,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) QW-9407 Audio Processor,4445.69,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) ZW-2041 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) ZF-3074 Audio Processor,4839.29,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) ZM-8565 Audio Processor,4700.5,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Shure (IntelliMix),Shure (IntelliMix) ZE-5701 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Premium,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) YC-3843 Audio Processor,3935.63,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) QW-5806 Audio Processor,4479.2,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) YL-3904 Audio Processor,3916.14,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) YM-1808 Audio Processor,4445.69,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) YU-7988 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) YW-5219 Audio Processor,4839.29,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) ZF-3074 Audio Processor,4700.5,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) ZK-8724 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) YR-8239 Audio Processor,3935.63,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Yamaha (MTX/QN),Yamaha (MTX/QN) ZP-3652 Audio Processor,4479.2,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) ZE-6323 Audio Processor,3916.14,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) YW-8877 Audio Processor,4445.69,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) YH-9781 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) YW-2646 Audio Processor,4839.29,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) ZF-3682 Audio Processor,4700.5,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) YN-1498 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) QW-9407 Audio Processor,3935.63,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,ClearOne (Converge),ClearOne (Converge) ZW-2041 Audio Processor,4479.2,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix ZF-3074 Audio Processor,3916.14,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix ZM-8565 Audio Processor,4445.69,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix ZE-5701 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix YC-3843 Audio Processor,4839.29,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix QW-5806 Audio Processor,4700.5,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix YL-3904 Audio Processor,4213.91,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix YM-1808 Audio Processor,3935.63,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix YU-7988 Audio Processor,4479.2,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix YW-5219 Audio Processor,3916.14,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: DSP & Processing,Symetrix,Symetrix ZF-3074 Audio Processor,4445.69,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional ZK-8724 Ceiling Loudspeaker,1194.51,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional YR-8239 Ceiling Loudspeaker,1268.32,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional ZP-3652 Ceiling Loudspeaker,1250.29,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional ZE-6323 Ceiling Loudspeaker,1048.56,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional YW-8877 Ceiling Loudspeaker,1189.65,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional YH-9781 Ceiling Loudspeaker,1292.83,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional YW-2646 Ceiling Loudspeaker,1477.62,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional ZF-3682 Ceiling Loudspeaker,1484.51,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Bose Professional,Bose Professional YN-1498 Ceiling Loudspeaker,1316.59,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,QSC (SPA/CX/Q),QSC (SPA/CX/Q) QW-9407 Ceiling Loudspeaker,1250.29,"Generated Model for Catalog Expansion",Enterprise,"audio","q_sys"
Audio: Loudspeakers & Amplifiers,QSC (SPA/CX/Q),QSC (SPA/CX/Q) ZW-2041 Ceiling Loudspeaker,1048.56,"Generated Model for Catalog Expansion",Enterprise,"audio","q_sys"
Audio: Loudspeakers & Amplifiers,QSC (SPA/CX/Q),QSC (SPA/CX/Q) ZF-3074 Ceiling Loudspeaker,1189.65,"Generated Model for Catalog Expansion",Enterprise,"audio","q_sys"
Audio: Loudspeakers & Amplifiers,QSC (SPA/CX/Q),QSC (SPA/CX/Q) ZM-8565 Ceiling Loudspeaker,1292.83,"Generated Model for Catalog Expansion",Enterprise,"audio","q_sys"
Audio: Loudspeakers & Amplifiers,QSC (SPA/CX/Q),QSC (SPA/CX/Q) ZE-5701 Ceiling Loudspeaker,1477.62,"Generated Model for Catalog Expansion",Enterprise,"audio","q_sys"
Audio: Loudspeakers & Amplifiers,QSC (SPA/CX/Q),QSC (SPA/CX/Q) YC-3843 Ceiling Loudspeaker,1484.51,"Generated Model for Catalog Expansion",Enterprise,"audio","q_sys"
Audio: Loudspeakers & Amplifiers,QSC (SPA/CX/Q),QSC (SPA/CX/Q) QW-5806 Ceiling Loudspeaker,1316.59,"Generated Model for Catalog Expansion",Enterprise,"audio","q_sys"
Audio: Loudspeakers & Amplifiers,RCF,RCF YL-3904 Ceiling Loudspeaker,1250.29,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,RCF,RCF YM-1808 Ceiling Loudspeaker,1048.56,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,RCF,RCF YU-7988 Ceiling Loudspeaker,1189.65,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,RCF,RCF YW-5219 Ceiling Loudspeaker,1292.83,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,RCF,RCF ZF-3074 Ceiling Loudspeaker,1477.62,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,RCF,RCF ZK-8724 Ceiling Loudspeaker,1484.51,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,RCF,RCF YR-8239 Ceiling Loudspeaker,1316.59,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Electro-Voice (EV),Electro-Voice (EV) ZP-3652 Ceiling Loudspeaker,1250.29,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Electro-Voice (EV),Electro-Voice (EV) ZE-6323 Ceiling Loudspeaker,1048.56,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Electro-Voice (EV),Electro-Voice (EV) YW-8877 Ceiling Loudspeaker,1189.65,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Electro-Voice (EV),Electro-Voice (EV) YH-9781 Ceiling Loudspeaker,1292.83,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Electro-Voice (EV),Electro-Voice (EV) YW-2646 Ceiling Loudspeaker,1477.62,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Electro-Voice (EV),Electro-Voice (EV) ZF-3682 Ceiling Loudspeaker,1484.51,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Electro-Voice (EV),Electro-Voice (EV) YN-1498 Ceiling Loudspeaker,1316.59,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Dynacord,Dynacord QW-9407 Ceiling Loudspeaker,1250.29,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Dynacord,Dynacord ZW-2041 Ceiling Loudspeaker,1048.56,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Dynacord,Dynacord ZF-3074 Ceiling Loudspeaker,1189.65,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Dynacord,Dynacord ZM-8565 Ceiling Loudspeaker,1292.83,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Dynacord,Dynacord ZE-5701 Ceiling Loudspeaker,1477.62,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Dynacord,Dynacord YC-3843 Ceiling Loudspeaker,1484.51,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,Dynacord,Dynacord QW-5806 Ceiling Loudspeaker,1316.59,"Generated Model for Catalog Expansion",Standard,"audio",""
Audio: Loudspeakers & Amplifiers,d&b audiotechnik,d&b audiotechnik YL-3904 Ceiling Loudspeaker,1250.29,"Generated Model for Catalog Expansion",Enterprise,"audio",""
